STATION,DATE,NAME,PRCP,SNOW,SNWD,TMAX,TMIN
USC00441593,2021-05-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,77.0,55.9
USC00441593,2021-05-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,59.0
USC00441593,2021-05-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,55.9
USC00441593,2021-05-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,84.0,57.9
USC00441593,2021-05-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,88.0,66.9
USC00441593,2021-05-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.0,71.1
USC00441593,2021-05-25,"CHARLOTTESVILLE 2 W, VA US",23.0,0.0,0.0,77.0,57.0
USC00441593,2021-05-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,59.0
USC00441593,2021-05-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.0,66.0
USC00441593,2021-05-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,64.0
USC00441593,2021-05-29,"CHARLOTTESVILLE 2 W, VA US",30.0,0.0,0.0,78.1,55.0
USC00441593,2021-05-30,"CHARLOTTESVILLE 2 W, VA US",61.0,0.0,0.0,57.0,46.9
USC00441593,2021-05-31,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,63.0,46.9
USC00441593,2021-06-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.0,53.1
USC00441593,2021-06-02,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,79.0,57.0
USC00441593,2021-06-03,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,82.0,62.1
USC00441593,2021-06-04,"CHARLOTTESVILLE 2 W, VA US",130.0,0.0,0.0,84.9,64.0
USC00441593,2021-06-05,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,84.0,64.9
USC00441593,2021-06-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,66.0
USC00441593,2021-06-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.0,69.1
USC00441593,2021-06-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,69.1
USC00441593,2021-06-09,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,91.9,71.1
USC00441593,2021-06-10,"CHARLOTTESVILLE 2 W, VA US",48.0,0.0,0.0,86.0,69.1
USC00441593,2021-06-11,"CHARLOTTESVILLE 2 W, VA US",157.0,0.0,0.0,86.0,70.0
USC00441593,2021-06-12,"CHARLOTTESVILLE 2 W, VA US",33.0,0.0,0.0,75.0,63.0
USC00441593,2021-06-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,64.0
USC00441593,2021-06-14,"CHARLOTTESVILLE 2 W, VA US",66.0,0.0,0.0,82.0,63.0
USC00441593,2021-06-15,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,88.0,63.0
USC00441593,2021-06-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,79.0,60.1
USC00441593,2021-06-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,79.0,57.0
USC00441593,2021-06-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,57.9
USC00441593,2021-06-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,88.0,62.1
USC00441593,2021-06-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,68.0
USC00441593,2021-06-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,69.1
USC00441593,2021-06-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,96.1,71.1
USC00441593,2021-06-23,"CHARLOTTESVILLE 2 W, VA US",196.0,0.0,0.0,75.0,57.0
USC00441593,2021-06-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,54.0
USC00441593,2021-06-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,78.1,55.9
USC00441593,2021-06-26,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,81.0,60.1
USC00441593,2021-06-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,86.0,68.0
USC00441593,2021-06-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,90.0,70.0
USC00441593,2021-06-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.9,70.0
USC00441593,2021-06-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,95.0,69.1
USC00441593,2021-07-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,98.1,72.0
USC00441593,2021-07-02,"CHARLOTTESVILLE 2 W, VA US",175.0,0.0,0.0,91.9,64.0
USC00441593,2021-07-03,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,81.0,59.0
USC00441593,2021-07-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,63.0
USC00441593,2021-07-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,86.0,66.0
USC00441593,2021-07-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.0,70.0
USC00441593,2021-07-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,95.0,71.1
USC00441593,2021-07-08,"CHARLOTTESVILLE 2 W, VA US",279.0,0.0,0.0,93.9,68.0
USC00441593,2021-07-09,"CHARLOTTESVILLE 2 W, VA US",20.0,0.0,0.0,81.0,66.9
USC00441593,2021-07-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,90.0,69.1
USC00441593,2021-07-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,68.0
USC00441593,2021-07-12,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,88.0,71.1
USC00441593,2021-07-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.9,71.1
USC00441593,2021-07-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.0,69.1
USC00441593,2021-07-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.9,70.0
USC00441593,2021-07-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,95.0,70.0
USC00441593,2021-07-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,97.0,72.0
USC00441593,2021-07-18,"CHARLOTTESVILLE 2 W, VA US",117.0,0.0,0.0,97.0,66.9
USC00441593,2021-07-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,69.1
USC00441593,2021-07-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,66.9
USC00441593,2021-07-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.0,70.0
USC00441593,2021-07-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.9,64.9
USC00441593,2021-07-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,86.0,64.0
USC00441593,2021-07-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,88.0,66.9
USC00441593,2021-07-25,"CHARLOTTESVILLE 2 W, VA US",30.0,0.0,0.0,89.1,69.1
USC00441593,2021-07-26,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,91.0,70.0
USC00441593,2021-07-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.9,69.1
USC00441593,2021-07-28,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,95.0,69.1
USC00441593,2021-07-29,"CHARLOTTESVILLE 2 W, VA US",140.0,0.0,0.0,93.9,66.9
USC00441593,2021-07-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,90.0,69.1
USC00441593,2021-07-31,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.9,66.0
USC00441593,2021-08-01,"CHARLOTTESVILLE 2 W, VA US",20.0,0.0,0.0,84.0,66.0
USC00441593,2021-08-02,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,84.0,64.0
USC00441593,2021-08-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,84.9,63.0
USC00441593,2021-08-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,60.1
USC00441593,2021-08-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,84.9,62.1
USC00441593,2021-08-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,90.0,64.0
USC00441593,2021-08-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.9,66.0
USC00441593,2021-08-08,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,75.0,61.0
USC00441593,2021-08-09,"CHARLOTTESVILLE 2 W, VA US",262.0,0.0,0.0,91.0,63.0
USC00441593,2021-08-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.9,71.1
USC00441593,2021-08-11,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,93.9,69.1
USC00441593,2021-08-12,"CHARLOTTESVILLE 2 W, VA US",56.0,0.0,0.0,100.0,71.1
USC00441593,2021-08-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.9,73.0
USC00441593,2021-08-14,"CHARLOTTESVILLE 2 W, VA US",76.0,0.0,0.0,98.1,69.1
USC00441593,2021-08-15,"CHARLOTTESVILLE 2 W, VA US",74.0,0.0,0.0,91.0,68.0
USC00441593,2021-08-16,"CHARLOTTESVILLE 2 W, VA US",28.0,0.0,0.0,75.9,68.0
USC00441593,2021-08-17,"CHARLOTTESVILLE 2 W, VA US",79.0,0.0,0.0,84.0,69.1
USC00441593,2021-08-18,"CHARLOTTESVILLE 2 W, VA US",30.0,0.0,0.0,82.9,69.1
USC00441593,2021-08-19,"CHARLOTTESVILLE 2 W, VA US",312.0,0.0,0.0,88.0,72.0
USC00441593,2021-08-20,"CHARLOTTESVILLE 2 W, VA US",94.0,0.0,0.0,89.1,68.0
USC00441593,2021-08-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,66.0
USC00441593,2021-08-22,"CHARLOTTESVILLE 2 W, VA US",10.0,0.0,0.0,88.0,66.9
USC00441593,2021-08-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,70.0
USC00441593,2021-08-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,91.0,73.0
USC00441593,2021-08-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.0,72.0
USC00441593,2021-08-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.0,71.1
USC00441593,2021-08-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,93.9,72.0
USC00441593,2021-08-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,95.0,72.0
USC00441593,2021-08-29,"CHARLOTTESVILLE 2 W, VA US",287.0,0.0,0.0,93.9,66.9
USC00441593,2021-08-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,68.0
USC00441593,2021-08-31,"CHARLOTTESVILLE 2 W, VA US",8.0,0.0,0.0,91.0,69.1
USC00441593,2021-09-01,"CHARLOTTESVILLE 2 W, VA US",561.0,0.0,0.0,86.0,69.1
USC00441593,2021-09-02,"CHARLOTTESVILLE 2 W, VA US",206.0,0.0,0.0,75.0,57.9
USC00441593,2021-09-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,78.1,55.9
USC00441593,2021-09-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,79.0,57.9
USC00441593,2021-09-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.0,59.0
USC00441593,2021-09-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.0,64.9
USC00441593,2021-09-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,84.0,64.0
USC00441593,2021-09-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,86.0,63.0
USC00441593,2021-09-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,88.0,64.0
USC00441593,2021-09-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,57.0
USC00441593,2021-09-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,77.0,57.0
USC00441593,2021-09-12,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,81.0,57.9
USC00441593,2021-09-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,62.1
USC00441593,2021-09-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,66.9
USC00441593,2021-09-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,64.9
USC00441593,2021-09-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,89.1,66.9
USC00441593,2021-09-17,"CHARLOTTESVILLE 2 W, VA US",36.0,0.0,0.0,82.9,66.9
USC00441593,2021-09-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.9,66.9
USC00441593,2021-09-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,66.0
USC00441593,2021-09-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,87.1,66.9
USC00441593,2021-09-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,62.1
USC00441593,2021-09-22,"CHARLOTTESVILLE 2 W, VA US",117.0,0.0,0.0,73.0,63.0
USC00441593,2021-09-23,"CHARLOTTESVILLE 2 W, VA US",175.0,0.0,0.0,73.0,55.9
USC00441593,2021-09-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,72.0,52.0
USC00441593,2021-09-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.9,52.0
USC00441593,2021-09-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,53.1
USC00441593,2021-09-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,77.0,55.0
USC00441593,2021-09-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,82.0,57.9
USC00441593,2021-09-29,"CHARLOTTESVILLE 2 W, VA US",58.0,0.0,0.0,84.0,60.1
USC00441593,2021-09-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.0,53.1
USC00441593,2021-10-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,77.0,52.0
USC00441593,2021-10-02,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.0,52.0
USC00441593,2021-10-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,81.0,57.0
USC00441593,2021-10-04,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,86.0,63.0
USC00441593,2021-10-05,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,82.0,62.1
USC00441593,2021-10-06,"CHARLOTTESVILLE 2 W, VA US",175.0,0.0,0.0,82.9,63.0
USC00441593,2021-10-07,"CHARLOTTESVILLE 2 W, VA US",216.0,0.0,0.0,69.1,62.1
USC00441593,2021-10-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,60.1
USC00441593,2021-10-09,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,69.1,62.1
USC00441593,2021-10-10,"CHARLOTTESVILLE 2 W, VA US",20.0,0.0,0.0,68.0,60.1
USC00441593,2021-10-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,60.1
USC00441593,2021-10-12,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,73.9,60.1
USC00441593,2021-10-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,59.0
USC00441593,2021-10-14,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,80.1,57.9
USC00441593,2021-10-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,80.1,57.9
USC00441593,2021-10-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,79.0,62.1
USC00441593,2021-10-17,"CHARLOTTESVILLE 2 W, VA US",25.0,0.0,0.0,77.0,46.9
USC00441593,2021-10-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.9,44.1
USC00441593,2021-10-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,46.9
USC00441593,2021-10-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.9,52.0
USC00441593,2021-10-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,54.0
USC00441593,2021-10-22,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,79.0,54.0
USC00441593,2021-10-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,51.1
USC00441593,2021-10-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,69.1,50.0
USC00441593,2021-10-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.0,51.1
USC00441593,2021-10-26,"CHARLOTTESVILLE 2 W, VA US",333.0,0.0,0.0,78.1,54.0
USC00441593,2021-10-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,46.9
USC00441593,2021-10-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,48.9
USC00441593,2021-10-29,"CHARLOTTESVILLE 2 W, VA US",356.0,0.0,0.0,63.0,50.0
USC00441593,2021-10-30,"CHARLOTTESVILLE 2 W, VA US",348.0,0.0,0.0,69.1,50.0
USC00441593,2021-10-31,"CHARLOTTESVILLE 2 W, VA US",23.0,0.0,0.0,55.9,46.0
USC00441593,2021-11-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,48.0
USC00441593,2021-11-02,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,64.0,43.0
USC00441593,2021-11-03,"CHARLOTTESVILLE 2 W, VA US",51.0,0.0,0.0,46.9,36.0
USC00441593,2021-11-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,52.0,35.1
USC00441593,2021-11-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,51.1,33.1
USC00441593,2021-11-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,54.0,30.9
USC00441593,2021-11-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,53.1,30.9
USC00441593,2021-11-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,59.0,37.9
USC00441593,2021-11-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,69.1,50.0
USC00441593,2021-11-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,78.1,55.0
USC00441593,2021-11-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.9,46.9
USC00441593,2021-11-12,"CHARLOTTESVILLE 2 W, VA US",196.0,0.0,0.0,66.9,48.0
USC00441593,2021-11-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,43.0
USC00441593,2021-11-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,53.1,32.0
USC00441593,2021-11-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,35.1
USC00441593,2021-11-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,52.0,35.1
USC00441593,2021-11-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.9,37.0
USC00441593,2021-11-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,69.1,42.1
USC00441593,2021-11-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,75.0,37.0
USC00441593,2021-11-20,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.9,28.0
USC00441593,2021-11-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.9,30.9
USC00441593,2021-11-22,"CHARLOTTESVILLE 2 W, VA US",5.0,0.0,0.0,50.0,34.0
USC00441593,2021-11-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.0,28.0
USC00441593,2021-11-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,44.1,27.0
USC00441593,2021-11-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,33.1
USC00441593,2021-11-26,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,66.0,43.0
USC00441593,2021-11-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.9,27.0
USC00441593,2021-11-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.0,28.9
USC00441593,2021-11-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.0,32.0
USC00441593,2021-11-30,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,45.0,32.0
USC00441593,2021-12-01,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,59.0,34.0
USC00441593,2021-12-02,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,59.0,43.0
USC00441593,2021-12-03,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.9,45.0
USC00441593,2021-12-04,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,64.0,37.0
USC00441593,2021-12-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,59.0,37.0
USC00441593,2021-12-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.9,37.0
USC00441593,2021-12-07,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,70.0,32.0
USC00441593,2021-12-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.9,30.9
USC00441593,2021-12-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.0,27.0
USC00441593,2021-12-10,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,41.0,30.0
USC00441593,2021-12-11,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,52.0,34.0
USC00441593,2021-12-12,"CHARLOTTESVILLE 2 W, VA US",18.0,0.0,0.0,66.9,35.1
USC00441593,2021-12-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,51.1,30.9
USC00441593,2021-12-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.9,33.1
USC00441593,2021-12-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,59.0,37.0
USC00441593,2021-12-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,55.9,36.0
USC00441593,2021-12-17,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,66.9,39.9
USC00441593,2021-12-18,"CHARLOTTESVILLE 2 W, VA US",15.0,0.0,0.0,70.0,46.9
USC00441593,2021-12-19,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,60.1,44.1
USC00441593,2021-12-20,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,0.0,44.1,26.1
USC00441593,2021-12-21,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,42.1,25.0
USC00441593,2021-12-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,39.9,27.0
USC00441593,2021-12-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,53.1,30.0
USC00441593,2021-12-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,46.9,30.9
USC00441593,2021-12-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,62.1,37.0
USC00441593,2021-12-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,73.9,48.0
USC00441593,2021-12-27,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,68.0,41.0
USC00441593,2021-12-28,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.9,41.0
USC00441593,2021-12-29,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,57.9,41.0
USC00441593,2021-12-30,"CHARLOTTESVILLE 2 W, VA US",20.0,0.0,0.0,57.0,46.0
USC00441593,2021-12-31,"CHARLOTTESVILLE 2 W, VA US",10.0,0.0,0.0,51.1,48.0
USC00441593,2022-01-01,"CHARLOTTESVILLE 2 W, VA US",71.0,0.0,0.0,62.1,48.9
USC00441593,2022-01-02,"CHARLOTTESVILLE 2 W, VA US",277.0,0.0,0.0,64.9,53.1
USC00441593,2022-01-03,"CHARLOTTESVILLE 2 W, VA US",178.0,127.0,127.0,61.0,30.9
USC00441593,2022-01-04,"CHARLOTTESVILLE 2 W, VA US",69.0,147.0,203.0,32.0,19.0
USC00441593,2022-01-05,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,152.0,36.0,21.0
USC00441593,2022-01-06,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,102.0,45.0,26.1
USC00441593,2022-01-07,"CHARLOTTESVILLE 2 W, VA US",23.0,48.0,102.0,51.1,24.1
USC00441593,2022-01-08,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,76.0,32.0,15.1
USC00441593,2022-01-09,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,51.0,35.1,18.0
USC00441593,2022-01-10,"CHARLOTTESVILLE 2 W, VA US",41.0,0.0,0.0,48.0,28.9
USC00441593,2022-01-11,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,42.1,19.9
USC00441593,2022-01-12,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,34.0,21.0
USC00441593,2022-01-13,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,50.0,23.0
USC00441593,2022-01-14,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,51.1,35.1
USC00441593,2022-01-15,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,48.0,25.0
USC00441593,2022-01-16,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,32.0,15.1
USC00441593,2022-01-17,"CHARLOTTESVILLE 2 W, VA US",340.0,147.0,127.0,32.0,16.0
USC00441593,2022-01-18,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,127.0,37.0,25.0
USC00441593,2022-01-19,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,102.0,39.0,26.1
USC00441593,2022-01-20,"CHARLOTTESVILLE 2 W, VA US",38.0,0.0,76.0,48.9,28.9
USC00441593,2022-01-21,"CHARLOTTESVILLE 2 W, VA US",3.0,0.0,51.0,37.0,17.1
USC00441593,2022-01-22,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,51.0,27.0,12.0
USC00441593,2022-01-23,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,51.0,33.1,12.9
USC00441593,2022-01-24,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,51.0,39.9,28.0
USC00441593,2022-01-25,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,51.0,44.1,30.9
USC00441593,2022-01-26,"CHARLOTTESVILLE 2 W, VA US",0.0,0.0,0.0,53.1,19.9
